time 	 cos(th) 	 sin(th) 	 theta 	 theta_dot 
21.150 	 -0.999 	 0.037 	 3.104 	 	 2.041 
21.200 	 -0.999 	 -0.054 	 3.088 	 	 1.817 
21.250 	 -0.992 	 -0.130 	 3.012 	 	 1.525 
21.300 	 -0.982 	 -0.188 	 2.953 	 	 1.176 
21.350 	 -0.974 	 -0.226 	 2.914 	 	 0.784 
21.400 	 -0.970 	 -0.244 	 2.896 	 	 0.363 
21.450 	 -0.971 	 -0.240 	 2.899 	 	 -0.071 
21.500 	 -0.976 	 -0.216 	 2.924 	 	 -0.503 
21.550 	 -0.985 	 -0.171 	 2.970 	 	 -0.916 
21.600 	 -0.994 	 -0.107 	 3.035 	 	 -1.296 
21.650 	 -1.000 	 -0.025 	 3.116 	 	 -1.627 
21.700 	 -0.998 	 0.069 	 3.072 	 	 -1.898 
21.750 	 -0.985 	 0.173 	 2.967 	 	 -2.097 
21.800 	 -0.960 	 0.281 	 2.856 	 	 -2.219 
21.850 	 -0.922 	 0.388 	 2.743 	 	 -2.259 
21.900 	 -0.873 	 0.488 	 2.632 	 	 -2.220 
21.950 	 -0.817 	 0.577 	 2.527 	 	 -2.106 
22.000 	 -0.758 	 0.652 	 2.431 	 	 -1.925 
22.050 	 -0.700 	 0.714 	 2.346 	 	 -1.687 
22.100 	 -0.648 	 0.761 	 2.276 	 	 -1.403 
22.150 	 -0.606 	 0.795 	 2.222 	 	 -1.084 
22.200 	 -0.576 	 0.817 	 2.185 	 	 -0.739 
22.250 	 -0.561 	 0.828 	 2.166 	 	 -0.378 
22.300 	 -0.560 	 0.828 	 2.166 	 	 -0.008 
22.350 	 -0.575 	 0.818 	 2.184 	 	 0.361 
22.400 	 -0.605 	 0.797 	 2.220 	 	 0.723 
22.450 	 -0.646 	 0.763 	 2.273 	 	 1.069 
22.500 	 -0.698 	 0.716 	 2.343 	 	 1.390 
22.550 	 -0.755 	 0.656 	 2.427 	 	 1.675 
22.600 	 -0.814 	 0.580 	 2.522 	 	 1.916 
22.650 	 -0.871 	 0.492 	 2.627 	 	 2.099 
22.700 	 -0.920 	 0.393 	 2.738 	 	 2.217 
22.750 	 -0.958 	 0.286 	 2.851 	 	 2.259 
22.800 	 -0.984 	 0.178 	 2.962 	 	 2.223 
22.850 	 -0.997 	 0.074 	 3.068 	 	 2.105 
22.900 	 -1.000 	 -0.021 	 3.120 	 	 1.909 
22.950 	 -0.995 	 -0.103 	 3.038 	 	 1.641 
23.000 	 -0.986 	 -0.168 	 2.973 	 	 1.312 
23.050 	 -0.977 	 -0.214 	 2.926 	 	 0.934 
23.100 	 -0.971 	 -0.240 	 2.900 	 	 0.522 
23.150 	 -0.970 	 -0.244 	 2.895 	 	 0.091 
23.200 	 -0.974 	 -0.227 	 2.912 	 	 -0.344 
23.250 	 -0.982 	 -0.190 	 2.951 	 	 -0.766 
23.300 	 -0.991 	 -0.133 	 3.009 	 	 -1.160 
23.350 	 -0.998 	 -0.057 	 3.084 	 	 -1.511 
23.400 	 -0.999 	 0.033 	 3.109 	 	 -1.805 
23.450 	 -0.991 	 0.134 	 3.007 	 	 -2.032 
23.500 	 -0.970 	 0.241 	 2.898 	 	 -2.183 
23.550 	 -0.937 	 0.349 	 2.785 	 	 -2.254 
23.600 	 -0.892 	 0.452 	 2.673 	 	 -2.244 
23.650 	 -0.838 	 0.545 	 2.565 	 	 -2.157 
23.700 	 -0.780 	 0.626 	 2.465 	 	 -2.000 
23.750 	 -0.721 	 0.693 	 2.376 	 	 -1.782 
23.800 	 -0.667 	 0.745 	 2.301 	 	 -1.514 
23.850 	 -0.621 	 0.784 	 2.240 	 	 -1.206 
23.900 	 -0.586 	 0.810 	 2.197 	 	 -0.870 
23.950 	 -0.565 	 0.825 	 2.171 	 	 -0.514 
24.000 	 -0.559 	 0.829 	 2.164 	 	 -0.146 
24.050 	 -0.568 	 0.823 	 2.175 	 	 0.224 
24.100 	 -0.592 	 0.806 	 2.204 	 	 0.590 
24.150 	 -0.629 	 0.777 	 2.252 	 	 0.943 
24.200 	 -0.678 	 0.735 	 2.315 	 	 1.274 
24.250 	 -0.733 	 0.680 	 2.394 	 	 1.574 
24.300 	 -0.792 	 0.610 	 2.486 	 	 1.832 
24.350 	 -0.850 	 0.526 	 2.587 	 	 2.038 
24.400 	 -0.903 	 0.430 	 2.697 	 	 2.181 
24.450 	 -0.945 	 0.326 	 2.809 	 	 2.253 
24.500 	 -0.976 	 0.218 	 2.921 	 	 2.246 
24.550 	 -0.994 	 0.112 	 3.029 	 	 2.158 
24.600 	 -1.000 	 0.013 	 3.129 	 	 1.990 
24.650 	 -0.997 	 -0.075 	 3.067 	 	 1.748 
24.700 	 -0.989 	 -0.146 	 2.995 	 	 1.441 
24.750 	 -0.980 	 -0.199 	 2.941 	 	 1.080 
24.800 	 -0.973 	 -0.232 	 2.907 	 	 0.678 
24.850 	 -0.970 	 -0.245 	 2.894 	 	 0.252 
24.900 	 -0.972 	 -0.236 	 2.903 	 	 -0.183 
24.950 	 -0.979 	 -0.206 	 2.934 	 	 -0.611 
25.000 	 -0.988 	 -0.156 	 2.985 	 	 -1.017 
25.050 	 -0.996 	 -0.087 	 3.054 	 	 -1.386 
25.100 	 -1.000 	 -0.002 	 3.139 	 	 -1.703 
25.150 	 -0.995 	 0.095 	 3.046 	 	 -1.956 
25.200 	 -0.980 	 0.201 	 2.939 	 	 -2.136 
25.250 	 -0.951 	 0.309 	 2.827 	 	 -2.237 
25.300 	 -0.910 	 0.414 	 2.715 	 	 -2.257 
25.350 	 -0.859 	 0.512 	 2.605 	 	 -2.198 
25.400 	 -0.802 	 0.597 	 2.501 	 	 -2.066 
25.450 	 -0.743 	 0.670 	 2.408 	 	 -1.869 
25.500 	 -0.686 	 0.727 	 2.327 	 	 -1.619 
25.550 	 -0.636 	 0.771 	 2.261 	 	 -1.325 
25.600 	 -0.597 	 0.802 	 2.211 	 	 -0.998 
25.650 	 -0.571 	 0.821 	 2.178 	 	 -0.648 
25.700 	 -0.559 	 0.829 	 2.164 	 	 -0.284 
25.750 	 -0.563 	 0.827 	 2.169 	 	 0.087 
25.800 	 -0.581 	 0.814 	 2.191 	 	 0.455 
25.850 	 -0.614 	 0.789 	 2.232 	 	 0.814 
25.900 	 -0.659 	 0.753 	 2.290 	 	 1.154 
25.950 	 -0.712 	 0.702 	 2.363 	 	 1.467 
26.000 	 -0.770 	 0.638 	 2.450 	 	 1.742 
26.050 	 -0.829 	 0.559 	 2.549 	 	 1.968 
26.100 	 -0.884 	 0.467 	 2.655 	 	 2.136 
26.150 	 -0.931 	 0.366 	 2.767 	 	 2.235 
26.200 	 -0.966 	 0.259 	 2.880 	 	 2.258 
26.250 	 -0.989 	 0.151 	 2.990 	 	 2.200 
26.300 	 -0.999 	 0.048 	 3.093 	 	 2.062 
26.350 	 -0.999 	 -0.044 	 3.098 	 	 1.846 
26.400 	 -0.993 	 -0.122 	 3.020 	 	 1.562 
26.450 	 -0.983 	 -0.182 	 2.959 	 	 1.219 
26.500 	 -0.975 	 -0.223 	 2.917 	 	 0.831 
26.550 	 -0.970 	 -0.243 	 2.896 	 	 0.413 
26.600 	 -0.970 	 -0.242 	 2.898 	 	 -0.021 
26.650 	 -0.976 	 -0.220 	 2.920 	 	 -0.454 
26.700 	 -0.984 	 -0.177 	 2.964 	 	 -0.870 
26.750 	 -0.993 	 -0.115 	 3.026 	 	 -1.254 
26.800 	 -0.999 	 -0.036 	 3.106 	 	 -1.592 
26.850 	 -0.998 	 0.058 	 3.084 	 	 -1.870 
26.900 	 -0.987 	 0.161 	 2.980 	 	 -2.078 
26.950 	 -0.963 	 0.269 	 2.869 	 	 -2.209 
27.000 	 -0.927 	 0.376 	 2.756 	 	 -2.259 
27.050 	 -0.879 	 0.477 	 2.645 	 	 -2.229 
27.100 	 -0.824 	 0.567 	 2.539 	 	 -2.123 
27.150 	 -0.765 	 0.644 	 2.441 	 	 -1.949 
27.200 	 -0.707 	 0.708 	 2.355 	 	 -1.717 
27.250 	 -0.654 	 0.757 	 2.284 	 	 -1.438 
27.300 	 -0.610 	 0.792 	 2.227 	 	 -1.122 
27.350 	 -0.579 	 0.815 	 2.188 	 	 -0.780 
27.400 	 -0.562 	 0.827 	 2.167 	 	 -0.420 
27.450 	 -0.560 	 0.829 	 2.165 	 	 -0.051 
27.500 	 -0.573 	 0.820 	 2.181 	 	 0.319 
27.550 	 -0.600 	 0.800 	 2.215 	 	 0.682 
27.600 	 -0.641 	 0.768 	 2.266 	 	 1.030 
27.650 	 -0.691 	 0.723 	 2.334 	 	 1.354 
27.700 	 -0.748 	 0.663 	 2.416 	 	 1.645 
27.750 	 -0.808 	 0.590 	 2.511 	 	 1.890 
27.800 	 -0.864 	 0.503 	 2.615 	 	 2.081 
27.850 	 -0.915 	 0.404 	 2.725 	 	 2.207 
27.900 	 -0.954 	 0.299 	 2.838 	 	 2.258 
27.950 	 -0.982 	 0.191 	 2.950 	 	 2.231 
28.000 	 -0.996 	 0.086 	 3.056 	 	 2.122 
28.050 	 -1.000 	 -0.011 	 3.131 	 	 1.935 
28.100 	 -0.996 	 -0.095 	 3.047 	 	 1.675 
28.150 	 -0.987 	 -0.162 	 2.979 	 	 1.353 
28.200 	 -0.978 	 -0.210 	 2.930 	 	 0.980 
28.250 	 -0.971 	 -0.238 	 2.902 	 	 0.571 
28.300 	 -0.970 	 -0.244 	 2.895 	 	 0.141 
28.350 	 -0.973 	 -0.230 	 2.909 	 	 -0.294 
28.400 	 -0.981 	 -0.195 	 2.945 	 	 -0.718 
28.450 	 -0.990 	 -0.140 	 3.001 	 	 -1.116 
28.500 	 -0.998 	 -0.067 	 3.075 	 	 -1.473 
28.550 	 -1.000 	 0.022 	 3.120 	 	 -1.774 
28.600 	 -0.993 	 0.122 	 3.019 	 	 -2.010 
28.650 	 -0.974 	 0.229 	 2.911 	 	 -2.170 
28.700 	 -0.942 	 0.337 	 2.798 	 	 -2.250 
28.750 	 -0.898 	 0.440 	 2.686 	 	 -2.249 
28.800 	 -0.845 	 0.535 	 2.577 	 	 -2.171 
28.850 	 -0.787 	 0.617 	 2.476 	 	 -2.021 
28.900 	 -0.728 	 0.686 	 2.386 	 	 -1.810 
28.950 	 -0.673 	 0.740 	 2.309 	 	 -1.547 
29.000 	 -0.625 	 0.780 	 2.246 	 	 -1.244 
29.050 	 -0.589 	 0.808 	 2.201 	 	 -0.910 
29.100 	 -0.567 	 0.824 	 2.173 	 	 -0.555 
29.150 	 -0.559 	 0.829 	 2.164 	 	 -0.189 
29.200 	 -0.566 	 0.824 	 2.173 	 	 0.182 
29.250 	 -0.589 	 0.808 	 2.200 	 	 0.548 
29.300 	 -0.624 	 0.781 	 2.245 	 	 0.903 
29.350 	 -0.672 	 0.741 	 2.307 	 	 1.237 
29.400 	 -0.727 	 0.687 	 2.384 	 	 1.541 
29.450 	 -0.786 	 0.619 	 2.474 	 	 1.805 
29.500 	 -0.844 	 0.537 	 2.575 	 	 2.017 
29.550 	 -0.897 	 0.442 	 2.684 	 	 2.168 
29.600 	 -0.941 	 0.339 	 2.796 	 	 2.248 
29.650 	 -0.973 	 0.231 	 2.909 	 	 2.251 
29.700 	 -0.992 	 0.124 	 3.017 	 	 2.172 
29.750 	 -1.000 	 0.024 	 3.118 	 	 2.014 
29.800 	 -0.998 	 -0.065 	 3.076 	 	 1.780 
29.850 	 -0.990 	 -0.139 	 3.002 	 	 1.479 
29.900 	 -0.981 	 -0.194 	 2.946 	 	 1.124 
29.950 	 -0.973 	 -0.230 	 2.910 	 	 0.726 
30.000 	 -0.970 	 -0.244 	 2.895 	 	 0.302 
30.050 	 -0.971 	 -0.238 	 2.901 	 	 -0.132 
30.100 	 -0.978 	 -0.211 	 2.929 	 	 -0.562 
30.150 	 -0.987 	 -0.163 	 2.978 	 	 -0.972 
30.200 	 -0.995 	 -0.096 	 3.045 	 	 -1.346 
30.250 	 -1.000 	 -0.013 	 3.129 	 	 -1.669 
30.300 	 -0.996 	 0.084 	 3.058 	 	 -1.931 
30.350 	 -0.982 	 0.189 	 2.952 	 	 -2.119 
30.400 	 -0.955 	 0.297 	 2.840 	 	 -2.230 
30.450 	 -0.915 	 0.402 	 2.727 	 	 -2.259 
30.500 	 -0.866 	 0.501 	 2.617 	 	 -2.208 
30.550 	 -0.809 	 0.588 	 2.513 	 	 -2.084 
30.600 	 -0.749 	 0.662 	 2.418 	 	 -1.895 
30.650 	 -0.692 	 0.722 	 2.336 	 	 -1.650 
30.700 	 -0.642 	 0.767 	 2.268 	 	 -1.360 
30.750 	 -0.601 	 0.799 	 2.216 	 	 -1.037 
30.800 	 -0.573 	 0.819 	 2.181 	 	 -0.689 
30.850 	 -0.560 	 0.829 	 2.165 	 	 -0.326 
30.900 	 -0.562 	 0.827 	 2.167 	 	 0.044 
30.950 	 -0.579 	 0.816 	 2.188 	 	 0.413 
31.000 	 -0.610 	 0.793 	 2.226 	 	 0.773 
31.050 	 -0.653 	 0.757 	 2.282 	 	 1.116 
31.100 	 -0.705 	 0.709 	 2.354 	 	 1.432 
31.150 	 -0.763 	 0.646 	 2.439 	 	 1.712 
31.200 	 -0.823 	 0.569 	 2.537 	 	 1.945 
31.250 	 -0.878 	 0.478 	 2.643 	 	 2.120 
31.300 	 -0.926 	 0.378 	 2.754 	 	 2.227 
31.350 	 -0.963 	 0.271 	 2.867 	 	 2.259 
31.400 	 -0.987 	 0.163 	 2.978 	 	 2.211 
31.450 	 -0.998 	 0.060 	 3.082 	 	 2.082 
31.500 	 -0.999 	 -0.034 	 3.108 	 	 1.875 
31.550 	 -0.994 	 -0.113 	 3.028 	 	 1.598 
31.600 	 -0.984 	 -0.176 	 2.965 	 	 1.261 
31.650 	 -0.976 	 -0.219 	 2.921 	 	 0.878 
31.700 	 -0.970 	 -0.241 	 2.898 	 	 0.462 
31.750 	 -0.970 	 -0.243 	 2.896 	 	 0.030 
31.800 	 -0.975 	 -0.223 	 2.917 	 	 -0.404 
31.850 	 -0.983 	 -0.183 	 2.958 	 	 -0.823 
31.900 	 -0.992 	 -0.123 	 3.018 	 	 -1.212 
31.950 	 -0.999 	 -0.046 	 3.096 	 	 -1.556 
32.000 	 -0.999 	 0.047 	 3.095 	 	 -1.841 
32.050 	 -0.989 	 0.149 	 2.992 	 	 -2.058 
32.100 	 -0.967 	 0.256 	 2.882 	 	 -2.198 
32.150 	 -0.932 	 0.364 	 2.769 	 	 -2.257 
32.200 	 -0.885 	 0.465 	 2.658 	 	 -2.236 
32.250 	 -0.830 	 0.557 	 2.551 	 	 -2.139 
32.300 	 -0.772 	 0.636 	 2.452 	 	 -1.972 
32.350 	 -0.713 	 0.701 	 2.365 	 	 -1.747 
32.400 	 -0.660 	 0.752 	 2.291 	 	 -1.473 
32.450 	 -0.615 	 0.789 	 2.233 	 	 -1.160 
32.500 	 -0.582 	 0.813 	 2.192 	 	 -0.821 
32.550 	 -0.563 	 0.826 	 2.169 	 	 -0.462 
32.600 	 -0.559 	 0.829 	 2.164 	 	 -0.094 
32.650 	 -0.571 	 0.821 	 2.178 	 	 0.276 
32.700 	 -0.597 	 0.803 	 2.210 	 	 0.641 
32.750 	 -0.636 	 0.772 	 2.260 	 	 0.991 
32.800 	 -0.685 	 0.728 	 2.325 	 	 1.318 
32.850 	 -0.742 	 0.671 	 2.406 	 	 1.613 
32.900 	 -0.801 	 0.599 	 2.499 	 	 1.865 
32.950 	 -0.858 	 0.513 	 2.602 	 	 2.062 
33.000 	 -0.909 	 0.416 	 2.712 	 	 2.196 
33.050 	 -0.950 	 0.311 	 2.825 	 	 2.256 
33.100 	 -0.979 	 0.203 	 2.937 	 	 2.238 
33.150 	 -0.995 	 0.097 	 3.044 	 	 2.139 
33.200 	 -1.000 	 -0.000 	 3.141 	 	 1.961 
33.250 	 -0.996 	 -0.086 	 3.056 	 	 1.709 
33.300 	 -0.988 	 -0.155 	 2.986 	 	 1.393 
33.350 	 -0.979 	 -0.205 	 2.935 	 	 1.025 
33.400 	 -0.972 	 -0.235 	 2.904 	 	 0.620 
33.450 	 -0.970 	 -0.245 	 2.894 	 	 0.191 
33.500 	 -0.972 	 -0.233 	 2.906 	 	 -0.244 
33.550 	 -0.980 	 -0.200 	 2.940 	 	 -0.670 
33.600 	 -0.989 	 -0.147 	 2.994 	 	 -1.072 
33.650 	 -0.997 	 -0.076 	 3.065 	 	 -1.434 
33.700 	 -1.000 	 0.011 	 3.131 	 	 -1.743 
33.750 	 -0.994 	 0.110 	 3.031 	 	 -1.986 
33.800 	 -0.976 	 0.216 	 2.924 	 	 -2.155 
33.850 	 -0.946 	 0.324 	 2.811 	 	 -2.245 
33.900 	 -0.904 	 0.428 	 2.699 	 	 -2.253 
33.950 	 -0.851 	 0.524 	 2.590 	 	 -2.183 
34.000 	 -0.794 	 0.608 	 2.488 	 	 -2.042 
34.050 	 -0.734 	 0.679 	 2.396 	 	 -1.837 
34.100 	 -0.679 	 0.734 	 2.317 	 	 -1.580 
34.150 	 -0.630 	 0.776 	 2.253 	 	 -1.280 
34.200 	 -0.593 	 0.805 	 2.205 	 	 -0.950 
34.250 	 -0.568 	 0.823 	 2.175 	 	 -0.597 
34.300 	 -0.559 	 0.829 	 2.164 	 	 -0.232 
34.350 	 -0.565 	 0.825 	 2.171 	 	 0.139 
34.400 	 -0.585 	 0.811 	 2.196 	 	 0.506 
34.450 	 -0.620 	 0.785 	 2.239 	 	 0.863 
34.500 	 -0.666 	 0.746 	 2.299 	 	 1.200 
34.550 	 -0.720 	 0.694 	 2.375 	 	 1.508 
34.600 	 -0.779 	 0.627 	 2.463 	 	 1.777 
34.650 	 -0.837 	 0.547 	 2.563 	 	 1.996 
34.700 	 -0.891 	 0.454 	 2.671 	 	 2.154 
34.750 	 -0.936 	 0.351 	 2.783 	 	 2.243 
34.800 	 -0.970 	 0.243 	 2.896 	 	 2.254 
34.850 	 -0.991 	 0.136 	 3.005 	 	 2.185 
34.900 	 -0.999 	 0.035 	 3.107 	 	 2.036 
34.950 	 -0.998 	 -0.056 	 3.086 	 	 1.810 
35.000 	 -0.991 	 -0.131 	 3.010 	 	 1.517 
35.050 	 -0.982 	 -0.189 	 2.952 	 	 1.167 
35.100 	 -0.974 	 -0.227 	 2.913 	 	 0.774 
35.150 	 -0.970 	 -0.244 	 2.895 	 	 0.352 
35.200 	 -0.971 	 -0.240 	 2.899 	 	 -0.082 
35.250 	 -0.977 	 -0.215 	 2.925 	 	 -0.514 
35.300 	 -0.986 	 -0.169 	 2.971 	 	 -0.926 
35.350 	 -0.995 	 -0.105 	 3.037 	 	 -1.305 
35.400 	 -1.000 	 -0.023 	 3.118 	 	 -1.635 
35.450 	 -0.997 	 0.072 	 3.070 	 	 -1.904 
35.500 	 -0.984 	 0.176 	 2.964 	 	 -2.102 
35.550 	 -0.959 	 0.284 	 2.853 	 	 -2.221 
35.600 	 -0.921 	 0.390 	 2.740 	 	 -2.259 
35.650 	 -0.872 	 0.490 	 2.630 	 	 -2.218 
35.700 	 -0.816 	 0.579 	 2.524 	 	 -2.102 
35.750 	 -0.756 	 0.654 	 2.428 	 	 -1.920 
35.800 	 -0.699 	 0.715 	 2.344 	 	 -1.681 
35.850 	 -0.647 	 0.762 	 2.275 	 	 -1.396 
35.900 	 -0.605 	 0.796 	 2.221 	 	 -1.076 
35.950 	 -0.576 	 0.818 	 2.184 	 	 -0.730 
36.000 	 -0.561 	 0.828 	 2.166 	 	 -0.369 
36.050 	 -0.561 	 0.828 	 2.166 	 	 0.001 
36.100 	 -0.576 	 0.818 	 2.184 	 	 0.370 
36.150 	 -0.605 	 0.796 	 2.221 	 	 0.732 
36.200 	 -0.647 	 0.762 	 2.275 	 	 1.077 
36.250 	 -0.699 	 0.715 	 2.345 	 	 1.397 
36.300 	 -0.757 	 0.654 	 2.429 	 	 1.682 
36.350 	 -0.816 	 0.578 	 2.525 	 	 1.921 
36.400 	 -0.872 	 0.489 	 2.630 	 	 2.103 
36.450 	 -0.921 	 0.390 	 2.741 	 	 2.219 
36.500 	 -0.959 	 0.284 	 2.854 	 	 2.259 
36.550 	 -0.984 	 0.176 	 2.965 	 	 2.221 
36.600 	 -0.997 	 0.071 	 3.070 	 	 2.101 
36.650 	 -1.000 	 -0.024 	 3.118 	 	 1.903 
36.700 	 -0.994 	 -0.105 	 3.036 	 	 1.633 
36.750 	 -0.986 	 -0.170 	 2.971 	 	 1.303 
36.800 	 -0.977 	 -0.215 	 2.925 	 	 0.924 
36.850 	 -0.971 	 -0.240 	 2.899 	 	 0.511 
36.900 	 -0.970 	 -0.244 	 2.895 	 	 0.080 
36.950 	 -0.974 	 -0.227 	 2.913 	 	 -0.355 
37.000 	 -0.982 	 -0.189 	 2.952 	 	 -0.776 
37.050 	 -0.991 	 -0.131 	 3.010 	 	 -1.169 
37.100 	 -0.998 	 -0.055 	 3.086 	 	 -1.519 
37.150 	 -0.999 	 0.035 	 3.106 	 	 -1.812 
37.200 	 -0.991 	 0.137 	 3.004 	 	 -2.037 
37.250 	 -0.970 	 0.244 	 2.895 	 	 -2.186 
37.300 	 -0.936 	 0.351 	 2.782 	 	 -2.255 
37.350 	 -0.891 	 0.454 	 2.670 	 	 -2.243 
37.400 	 -0.837 	 0.547 	 2.563 	 	 -2.154 
37.450 	 -0.778 	 0.628 	 2.463 	 	 -1.995 
37.500 	 -0.720 	 0.694 	 2.374 	 	 -1.776 
37.550 	 -0.665 	 0.747 	 2.299 	 	 -1.506 
37.600 	 -0.619 	 0.785 	 2.239 	 	 -1.198 
37.650 	 -0.585 	 0.811 	 2.196 	 	 -0.861 
37.700 	 -0.565 	 0.825 	 2.171 	 	 -0.504 
37.750 	 -0.559 	 0.829 	 2.164 	 	 -0.137 
37.800 	 -0.568 	 0.823 	 2.175 	 	 0.234 
37.850 	 -0.593 	 0.805 	 2.205 	 	 0.599 
37.900 	 -0.630 	 0.776 	 2.253 	 	 0.951 
37.950 	 -0.679 	 0.734 	 2.317 	 	 1.282 
38.000 	 -0.735 	 0.678 	 2.396 	 	 1.581 
38.050 	 -0.794 	 0.608 	 2.488 	 	 1.838 
38.100 	 -0.852 	 0.524 	 2.590 	 	 2.043 
38.150 	 -0.904 	 0.428 	 2.699 	 	 2.184 
38.200 	 -0.946 	 0.324 	 2.812 	 	 2.253 
38.250 	 -0.976 	 0.216 	 2.924 	 	 2.244 
38.300 	 -0.994 	 0.109 	 3.032 	 	 2.155 
38.350 	 -1.000 	 0.010 	 3.131 	 	 1.985 
38.400 	 -0.997 	 -0.077 	 3.065 	 	 1.741 
38.450 	 -0.989 	 -0.148 	 2.993 	 	 1.432 
38.500 	 -0.980 	 -0.200 	 2.940 	 	 1.070 
38.550 	 -0.972 	 -0.233 	 2.906 	 	 0.668 
38.600 	 -0.970 	 -0.245 	 2.894 	 	 0.241 
38.650 	 -0.972 	 -0.235 	 2.904 	 	 -0.194 
38.700 	 -0.979 	 -0.205 	 2.935 	 	 -0.622 
38.750 	 -0.988 	 -0.155 	 2.986 	 	 -1.027 
38.800 	 -0.996 	 -0.085 	 3.056 	 	 -1.395 
38.850 	 -1.000 	 0.000 	 3.142 	 	 -1.710 
38.900 	 -0.995 	 0.098 	 3.043 	 	 -1.962 
38.950 	 -0.979 	 0.204 	 2.936 	 	 -2.140 
39.000 	 -0.950 	 0.312 	 2.825 	 	 -2.239 
39.050 	 -0.909 	 0.417 	 2.712 	 	 -2.256 
39.100 	 -0.858 	 0.514 	 2.602 	 	 -2.195 
39.150 	 -0.800 	 0.599 	 2.499 	 	 -2.061 
39.200 	 -0.741 	 0.671 	 2.406 	 	 -1.864 
39.250 	 -0.685 	 0.729 	 2.325 	 	 -1.612 
39.300 	 -0.635 	 0.772 	 2.259 	 	 -1.317 
39.350 	 -0.596 	 0.803 	 2.210 	 	 -0.989 
39.400 	 -0.570 	 0.821 	 2.178 	 	 -0.639 
39.450 	 -0.559 	 0.829 	 2.164 	 	 -0.274 
39.500 	 -0.563 	 0.826 	 2.169 	 	 0.096 
39.550 	 -0.582 	 0.813 	 2.192 	 	 0.464 
39.600 	 -0.615 	 0.788 	 2.233 	 	 0.822 
39.650 	 -0.660 	 0.751 	 2.291 	 	 1.162 
39.700 	 -0.713 	 0.701 	 2.365 	 	 1.474 
39.750 	 -0.772 	 0.636 	 2.453 	 	 1.748 
39.800 	 -0.831 	 0.557 	 2.551 	 	 1.973 
39.850 	 -0.885 	 0.465 	 2.658 	 	 2.139 
39.900 	 -0.932 	 0.363 	 2.770 	 	 2.236 
39.950 	 -0.967 	 0.256 	 2.883 	 	 2.257 
40.000 	 -0.989 	 0.148 	 2.993 	 	 2.198 
40.050 	 -0.999 	 0.046 	 3.096 	 	 2.057 
40.100 	 -0.999 	 -0.046 	 3.096 	 	 1.840 
40.150 	 -0.992 	 -0.123 	 3.018 	 	 1.554 
40.200 	 -0.983 	 -0.183 	 2.957 	 	 1.210 
40.250 	 -0.975 	 -0.223 	 2.916 	 	 0.821 
40.300 	 -0.970 	 -0.243 	 2.896 	 	 0.402 
40.350 	 -0.970 	 -0.241 	 2.898 	 	 -0.032 
40.400 	 -0.976 	 -0.219 	 2.921 	 	 -0.464 
40.450 	 -0.984 	 -0.176 	 2.965 	 	 -0.880 
40.500 	 -0.994 	 -0.113 	 3.028 	 	 -1.263 
40.550 	 -0.999 	 -0.033 	 3.108 	 	 -1.600 
40.600 	 -0.998 	 0.060 	 3.081 	 	 -1.876 
40.650 	 -0.986 	 0.164 	 2.977 	 	 -2.083 
40.700 	 -0.962 	 0.272 	 2.866 	 	 -2.211 
40.750 	 -0.926 	 0.378 	 2.753 	 	 -2.259 
40.800 	 -0.878 	 0.479 	 2.642 	 	 -2.227 
40.850 	 -0.822 	 0.569 	 2.536 	 	 -2.119 
40.900 	 -0.763 	 0.646 	 2.439 	 	 -1.944 
40.950 	 -0.705 	 0.709 	 2.353 	 	 -1.711 
41.000 	 -0.653 	 0.758 	 2.282 	 	 -1.431 
41.050 	 -0.609 	 0.793 	 2.226 	 	 -1.114 
41.100 	 -0.578 	 0.816 	 2.188 	 	 -0.771 
41.150 	 -0.562 	 0.827 	 2.167 	 	 -0.411 
41.200 	 -0.560 	 0.829 	 2.165 	 	 -0.042 
41.250 	 -0.573 	 0.819 	 2.181 	 	 0.328 
41.300 	 -0.601 	 0.799 	 2.216 	 	 0.691 
41.350 	 -0.642 	 0.767 	 2.268 	 	 1.039 
41.400 	 -0.693 	 0.721 	 2.336 	 	 1.362 
41.450 	 -0.750 	 0.662 	 2.419 	 	 1.651 
41.500 	 -0.809 	 0.588 	 2.513 	 	 1.896 
41.550 	 -0.866 	 0.500 	 2.618 	 	 2.085 
41.600 	 -0.916 	 0.402 	 2.728 	 	 2.209 
41.650 	 -0.955 	 0.296 	 2.841 	 	 2.259 
41.700 	 -0.982 	 0.188 	 2.952 	 	 2.229 
41.750 	 -0.997 	 0.083 	 3.058 	 	 2.119 
41.800 	 -1.000 	 -0.013 	 3.128 	 	 1.929 
41.850 	 -0.995 	 -0.097 	 3.045 	 	 1.668 
41.900 	 -0.987 	 -0.163 	 2.978 	 	 1.344 
41.950 	 -0.978 	 -0.211 	 2.929 	 	 0.970 
42.000 	 -0.971 	 -0.238 	 2.901 	 	 0.560 
42.050 	 -0.970 	 -0.244 	 2.895 	 	 0.130 
42.100 	 -0.973 	 -0.230 	 2.910 	 	 -0.305 
42.150 	 -0.981 	 -0.194 	 2.946 	 	 -0.728 
42.200 	 -0.990 	 -0.139 	 3.003 	 	 -1.126 
42.250 	 -0.998 	 -0.065 	 3.077 	 	 -1.481 
42.300 	 -1.000 	 0.024 	 3.117 	 	 -1.781 
42.350 	 -0.992 	 0.125 	 3.017 	 	 -2.015 
